Contrato ID,Número Contrato,Status,Matrícula,Cancelamento,Curso ID,Fonte,Pessoa ID,Titular ID,Vendedor ID,Telemarketing ID
11136,10972,Concluído,2022-10-08,,52,Street,146403,146404.0,141119.0,145551.0
11137,10973,Aprovado,2022-10-08,,54,Street,146410,146411.0,138260.0,145551.0
11138,10974,Concluído,2022-10-10,,54,Street,146424,146425.0,138260.0,145551.0
11139,10975,Cancelado,2022-10-10,2022-12-21,52,Street,146433,,141119.0,140756.0
11140,10976,Pré Matrícula,2022-10-10,,52,Street,146441,,141119.0,145551.0
11141,10977,Concluído,2022-10-13,,53,Street,146492,146493.0,141119.0,145551.0
11142,10978,SPC,2022-10-24,,54,Tele Pesquisa Outubro 2022,146419,,138476.0,140756.0
11143,10979,Pré Matrícula,2022-10-13,,54,Street,146496,146419.0,138260.0,140756.0
11144,10980,Cancelado,2022-10-15,2022-11-25,52,Street,146513,146514.0,138260.0,140756.0
11145,10981,Concluído,2022-10-13,,54,Street,146516,,141119.0,102718.0
11146,10982,SPC,2022-10-14,,54,Pesquisa Tmk Luziânia,146528,146529.0,124366.0,145551.0
11147,10983,Pré Matrícula,2022-10-14,,52,Street,146531,,138260.0,140756.0
11148,10984,SPC,2022-10-14,,54,Tele Pesquisa Outubro 2022,104641,,138476.0,145551.0
11149,10985,Transferido,2022-10-14,,54,Street,145333,,138260.0,145551.0
11150,10986,Ativo,2022-10-15,,54,Street,146568,146569.0,138260.0,145551.0
11151,10987,Aprovado,2022-10-15,,54,Street,146578,146579.0,141119.0,140756.0
11152,10988,SPC,2022-10-15,,54,Street,146572,,138260.0,140756.0
11153,10989,Concluído,2022-10-17,,54,Tele Pesquisa Outubro 2022,146457,146584.0,138476.0,145551.0
11154,10990,Cancelado,2022-10-17,2023-11-25,54,Tele Pesquisa Outubro 2022,146577,146611.0,138476.0,140756.0
11155,10991,Aprovado,2022-10-17,,54,Street,146621,146622.0,138260.0,140756.0
11156,10992,Pré Matrícula,2022-10-19,,52,Street,146670,,141119.0,140756.0
11157,10993,SPC,2022-10-19,,52,Street,146675,,141119.0,140756.0
11158,10994,SPC,2022-10-19,,52,Street,146680,,141119.0,140756.0
11159,10995,Cancelado,2022-10-19,2023-06-08,54,Indicação Secretaria Outubro 2022,146645,146681.0,124371.0,102718.0
11160,10996,Aprovado,2022-10-19,,52,Leads Outubro,146692,,102713.0,140756.0
11161,10997,Cancelado,2022-10-19,2022-12-12,52,Street,146693,,138260.0,145551.0
11162,10998,Cancelado,2022-10-20,2022-11-10,54,Indicação Secretaria Outubro 2022,146713,,124371.0,102718.0
11163,10999,Aprovado,2022-10-20,,53,Street,146716,146725.0,138260.0,140756.0
11164,11000,Cancelado,2022-10-21,2023-07-10,54,Street,146732,,141119.0,145551.0
11165,11001,Concluído,2022-10-21,,54,Street,146740,146741.0,138260.0,102718.0
11166,11002,SPC,2022-10-21,,53,Street,146745,146746.0,138260.0,145551.0
11167,11003,Ativo,2022-10-22,,54,Street,146761,146762.0,138260.0,145551.0
11168,11004,Concluído,2022-10-22,,54,Street,146764,138260.0,138260.0,102718.0
11169,11005,Cancelado,2022-10-24,2022-12-06,52,Tele Pesquisa Outubro 2022,146784,,124366.0,145551.0
11170,11006,SPC,2022-10-24,,52,Tele Pesquisa Outubro 2022,146790,,124366.0,140756.0
11171,11007,Pré Matrícula,2022-10-24,,52,Street,146793,,138260.0,145551.0
11172,11008,Aprovado,2022-10-24,,52,Captação Jéssica,138533,,102713.0,102713.0
11173,11009,SPC,2022-10-26,,54,Leads Outubro,146820,,143700.0,140756.0
11174,11010,SPC,2022-10-26,,52,Leads Outubro,146816,,143700.0,145551.0
11175,11011,SPC,2022-10-26,,53,Street,146834,,138260.0,140756.0
11176,11012,Concluído,2022-10-26,,54,Street,146836,,102718.0,102718.0
11177,11013,Cancelado,2022-10-26,2022-12-21,52,Tele Pesquisa Outubro 2022,125081,,124366.0,145551.0
11178,11014,Cancelado,2022-10-26,2023-03-04,52,Street,146840,,141119.0,140756.0
11179,11015,Não Aprovado,2022-10-26,,52,Street,146842,,138260.0,102713.0
11180,11016,Aprovado,2022-10-26,,52,Leads Outubro,146841,,143700.0,140756.0
11181,11017,SPC,2022-10-27,,52,Tele Pesquisa 2022,146859,,124366.0,140756.0
11182,11018,SPC,2022-10-27,,52,Street,146875,,141119.0,145551.0
11183,11019,Transferido,2022-10-27,,54,Tele Pesquisa Outubro 2022,146798,,124366.0,102718.0
11184,11020,SPC,2022-10-28,,54,Street,146881,,138260.0,145551.0
11185,11021,Aprovado,2022-10-29,,52,Tele Pesquisa Outubro 2022,146890,,124366.0,140756.0
11186,11022,SPC,2022-10-29,,52,Tele Pesquisa Outubro 2022,146901,,124367.0,145551.0
11187,11023,Cancelado,2022-10-31,2022-12-12,54,Street,146927,,138260.0,145551.0
11188,11024,SPC,2022-10-31,,54,Street,146935,,141119.0,140756.0
11189,11025,Cancelado,2022-11-01,2023-01-09,54,Street,146971,,140756.0,140756.0
11190,11026,Não Aprovado,2022-11-03,,53,Fachada,145994,146046.0,102718.0,102718.0
11191,11027,SPC,2022-11-03,,54,Leads Outubro,146978,,124366.0,145551.0
11192,11028,Cancelado,2022-11-03,2022-12-14,52,Leads Outubro,146968,,143700.0,140756.0
11193,11029,SPC,2022-11-03,,54,Telepesquisa Andressa - Novembro 2022,147001,147002.0,124367.0,102718.0
11194,11030,Não Aprovado,2022-11-04,,54,Street,147017,,141119.0,140756.0
11195,11031,Cancelado,2022-11-04,2023-02-10,52,Telepesquisa Andressa - Novembro 2022,147030,,124367.0,140756.0
11196,11032,Aprovado,2022-11-04,,54,Leads Outubro,147028,,124367.0,102718.0
11197,11033,Cancelado,2022-11-04,2022-12-12,52,Leads Novembro 2022,147034,147035.0,143700.0,145551.0
11198,11034,Aprovado,2022-11-04,,54,Telepesquisa Andressa - Novembro 2022,147018,147036.0,124363.0,140756.0
11199,11035,SPC,2022-11-05,,54,Street,147046,,138260.0,102718.0
11200,11036,Cancelado,2022-11-08,2022-12-14,54,Leads Outubro,147084,,124367.0,145551.0
11201,11037,Pré Matrícula,2022-11-08,,54,Leads Outubro,147097,147098.0,124367.0,140756.0
11202,11038,Cancelado,2022-11-09,2023-09-05,54,Street,147125,,138260.0,140756.0
11203,11039,Pré Matrícula,2022-11-09,,52,Street,147141,,141119.0,140756.0
11204,11040,Não Aprovado,2022-11-09,,54,Telepesquisa Mariane - Novembro 2022,147107,,124367.0,145551.0
11205,11041,Ativo,2022-11-10,,52,Street,147153,,138260.0,102718.0
11206,11042,Cancelado,2022-11-11,2023-01-10,53,Street,147181,147182.0,138260.0,140756.0
11207,11043,Pré Matrícula,2022-11-11,,54,Street,147204,,138260.0,140756.0
11208,11044,Cancelado,2022-11-12,2022-12-05,54,Street,145930,,138260.0,140756.0
11209,11045,SPC,2022-11-14,,52,Leads Outubro,147231,146273.0,124366.0,140756.0
11210,11046,Cancelado,2022-11-14,2022-12-21,52,Street,147232,,138260.0,145551.0
11211,11047,SPC,2022-11-16,,52,Street,147254,,138260.0,140756.0
11212,11048,Não Aprovado,2022-11-16,,52,Street,147256,,102713.0,102713.0
11213,11049,SPC,2022-11-23,,54,Indicação Secretaria Setembro 2022,147259,,140756.0,140756.0
11214,11050,Cancelado,2022-11-17,2023-01-16,54,Street,147266,,141119.0,145551.0
11215,11051,SPC,2022-11-17,,52,Street,144865,,138260.0,140756.0
11216,11052,Cancelado,2022-11-17,2023-01-16,52,Leads Novembro 2022,147203,,143700.0,140756.0
11217,11053,SPC,2022-11-17,,52,Leads Novembro 2022,147281,147282.0,124366.0,145551.0
11218,11054,Cancelado,2022-11-18,2023-05-10,52,Leads Novembro 2022,147292,,124366.0,145551.0
11219,11055,SPC,2022-11-19,,54,Street,147333,,102713.0,102713.0
11220,11056,Cancelado,2022-11-19,2023-04-10,54,Street,147338,104006.0,138260.0,140756.0
11221,11057,SPC,2022-11-29,,53,Street,147344,147345.0,141119.0,145551.0
11222,11058,Cancelado,2022-11-21,2023-01-18,54,Street,147349,,141119.0,145551.0
11223,11059,SPC,2022-11-21,,52,Street,147350,147351.0,138260.0,140756.0
11224,11060,SPC,2022-12-30,,54,Street,147369,147371.0,138260.0,140756.0
11225,11061,Cancelado,2022-11-23,2022-12-05,52,Street,147403,,141119.0,140756.0
11226,11062,Cancelado,2022-12-30,2023-01-16,54,Street,147400,,141119.0,102718.0
11227,11063,Concluído,2022-11-25,,54,Street,147417,,138260.0,140756.0
11228,11064,Cancelado,2022-11-25,2023-05-06,53,Street,147421,142650.0,138260.0,140756.0
11229,11065,SPC,2022-11-28,,52,Leads Novembro 2022,147264,,143700.0,140756.0
11230,11066,Cancelado,2022-11-29,2023-09-12,54,Street,147453,,138260.0,140756.0
11231,11067,Cancelado,2022-12-01,2023-04-25,54,Street,147481,147482.0,138260.0,140756.0
11232,11068,SPC,2022-12-01,,52,Indicação Secretaria - Novembro 2022,147495,,124367.0,140756.0
11233,11069,SPC,2022-12-01,,54,Street,147490,145930.0,138260.0,140756.0
11234,11070,SPC,2022-12-01,,52,Telepesquisa Mariane - Novembro 2022,147501,,124367.0,102718.0
11235,11071,Cancelado,2022-12-02,2023-03-11,52,Indicação Secretaria - Novembro 2022,104332,,124363.0,140756.0
11236,11072,SPC,2022-12-02,,54,Telepesquisa Mariane - Novembro 2022,147471,,124367.0,102718.0
11237,11073,Cancelado,2022-12-05,2025-06-09,54,Street,147517,147518.0,138260.0,140756.0
11238,11074,SPC,2022-12-03,,52,Street,147532,147533.0,138260.0,140756.0
11239,11075,Aprovado,2022-12-03,,52,Fachada,147540,143229.0,138260.0,140756.0
11240,11076,Concluído,2022-12-03,,54,Fachada,147547,141533.0,102718.0,102718.0
11241,11077,Cancelado,2022-12-05,2025-03-17,52,Street,147552,,141119.0,140756.0
11242,11078,Concluído,2022-12-05,,52,Street,147553,147556.0,141119.0,102718.0
11243,11079,Não Aprovado,2022-12-05,,54,Street,147563,147564.0,141119.0,102718.0
11244,11080,Cancelado,2022-12-05,2023-07-31,54,Street,141828,,140756.0,140756.0
11245,11081,SPC,2022-12-06,,53,Street,147585,147586.0,138260.0,140756.0
11246,11082,Ativo,2022-12-06,,54,Street,147602,,138260.0,102718.0
11247,11083,Ativo,2022-12-06,,54,Tele Pesquisa Mariane Dezembro 2022,147608,,124363.0,140756.0
11248,11084,Cancelado,2022-12-06,2023-02-28,55,Street,146115,,116220.0,102718.0
11249,11085,Não Aprovado,2022-12-06,,52,Unipro Tele Pesquisa Thalita Janeiro 2021,117239,117250.0,147379.0,102718.0
11250,11086,Aprovado,2022-12-06,,54,,147614,117250.0,147379.0,140756.0
11251,11087,Cancelado,2022-12-07,2023-02-22,54,Tele Pesquisa Andressa Fevereiro 2022,147616,,124363.0,140756.0
11252,11088,Cancelado,2022-12-07,2023-01-16,54,Street,147622,,138260.0,102718.0
11253,11089,Cancelado,2022-12-07,2023-02-13,52,Leads Dezembro 2022,147609,,143700.0,102718.0
11254,11090,Ativo,2022-12-07,,54,Tele Pesquisa Mariane Dezembro 2022,147638,,124367.0,102718.0
11255,11091,Concluído,2022-12-07,,54,Street,147659,147608.0,140756.0,140756.0
11256,11092,SPC,2022-12-07,,54,Tele Pesquisa Mariane Dezembro 2022,147662,147663.0,124367.0,140756.0
11257,11093,Ativo,2022-12-08,,54,,147670,134712.0,,140756.0
11258,11094,SPC,2022-12-09,,52,,147699,,140756.0,140756.0
11259,11095,SPC,2022-12-09,,55,Tele Pesquisa Mariane Dezembro 2022,147707,,124367.0,102718.0
11260,11096,SPC,2022-12-09,,52,Tele Pesquisa Andressa Dezembro 2022,147687,147718.0,124368.0,140756.0
11261,11097,Cancelado,2022-12-10,2023-02-27,54,Tele Pesquisa Mariane Dezembro 2022,147748,,124367.0,140756.0
11262,11098,SPC,2022-12-12,,54,Tele Pesquisa Mariane Dezembro 2022,147758,147759.0,124367.0,140756.0
11263,11099,Concluído,2022-12-13,,52,Street,147796,147797.0,138260.0,140756.0
11264,11100,SPC,2022-12-13,,52,Street,147800,,138260.0,140756.0
11265,11101,Concluído,2022-12-13,,54,Street,147812,147800.0,138260.0,140756.0
11266,11102,Cancelado,2022-12-14,2023-01-10,52,Tele Pesquisa Andressa Dezembro 2022,147788,,147623.0,102718.0
11267,11103,Cancelado,2022-12-14,2023-02-27,52,Tele Pesquisa Andressa Dezembro 2022,147785,,147623.0,140756.0
11268,11104,Cancelado,2022-12-14,2023-01-10,54,,147840,147841.0,138260.0,140756.0
11269,11105,Concluído,2022-12-14,,54,Tele Pesquisa Mariane Dezembro 2022,147854,147855.0,147623.0,102718.0
11270,11106,Cancelado,2022-12-14,2023-02-10,54,Leads Outubro,147794,,124367.0,102718.0
11271,11107,Aprovado,2022-12-14,,54,Street,147861,,138260.0,102718.0
11272,11108,SPC,2022-12-15,,53,Street,147872,147873.0,138260.0,102718.0
11273,11109,Aprovado,2022-12-15,,54,Street,147894,147895.0,138260.0,140756.0
11274,11110,Ativo,2022-12-15,,52,Leads Novembro 2022,147897,,124367.0,102718.0
11275,11111,Cancelado,2022-12-16,2023-01-16,54,Telepesquisa Andressa - Novembro 2022,147879,147906.0,147623.0,140756.0
11276,11112,Pré Matrícula,2022-12-16,,55,Street,147518,,141119.0,140756.0
11277,11113,SPC,2022-12-16,,55,Street,147159,,141119.0,102718.0
11278,11114,Concluído,2022-12-16,,54,Leads Dezembro 2022,147717,,147623.0,102718.0
11279,11115,Cancelado,2022-12-16,2023-02-14,55,Street,147941,,141119.0,140756.0
11280,11116,Cancelado,2022-12-16,2023-01-10,54,Tele Pesquisa Andressa Dezembro 2022,147893,,124368.0,102718.0
11281,11117,SPC,2022-12-17,,55,Tele Pesquisa Mariane Dezembro 2022,147951,,147623.0,102718.0
11282,11118,SPC,2022-12-20,,55,Street,148033,,138260.0,102718.0
11283,11119,SPC,2022-12-20,,54,Tele Pesquisa Mariane Dezembro 2022,148000,148043.0,124367.0,102718.0
11284,11120,SPC,2022-12-21,,52,Street,142732,121192.0,138260.0,102718.0
11285,11121,SPC,2022-12-22,,54,Street,148094,,140756.0,140756.0
11286,11122,Concluído,2022-12-22,,54,Leads Dezembro 2022,148029,148133.0,147623.0,102718.0
11287,11123,Não Aprovado,2022-12-22,,54,Street,148126,148135.0,138260.0,140756.0
11288,11124,Cancelado,2022-12-30,2023-02-27,54,Tele Pesquisa Mariane Dezembro 2022,148142,148158.0,124367.0,102718.0
11289,11125,Cancelado,2022-12-23,2023-02-13,54,Telepesquisa Mariane - Novembro 2022,148136,,124369.0,102718.0
11290,11126,Anulado,2022-12-23,,53,Street,148170,,138260.0,147379.0
11291,11127,Concluído,2022-12-23,,53,Street,148170,,138260.0,102718.0
11292,11128,SPC,2022-12-26,,52,Street,148213,,138260.0,140756.0
11293,11129,SPC,2022-12-26,,52,Tele Pesquisa Mariane Dezembro 2022,148132,148225.0,124367.0,140756.0
11294,11130,SPC,2022-12-26,,52,Street,148229,,138260.0,102718.0
11295,11131,SPC,2022-12-28,,54,Tele Pesquisa Mariane Dezembro 2022,148305,,124369.0,140756.0
11296,11132,Cancelado,2022-12-28,2023-02-03,52,Tele Pesquisa Andressa Dezembro 2022,148220,,147623.0,102718.0
11297,11133,Cancelado,2022-12-28,2023-04-10,54,Tele Pesquisa Mariane Dezembro 2022,148287,,124367.0,140756.0
11298,11134,SPC,2022-12-28,,52,Indicação Secretaria - Dezembro 2022,148339,,147623.0,140756.0
11299,11135,Cancelado,2022-12-28,2023-02-27,52,Tele Pesquisa Andressa Dezembro 2022,148344,,124364.0,102718.0
11300,11136,Concluído,2022-12-29,,54,Street,148386,,138260.0,140756.0
11301,11137,SPC,2022-12-29,,53,Leads Gratuito Julho 2022,104641,,140756.0,140756.0
11302,11138,Aprovado,2022-12-29,,54,Indicação Secretaria - Dezembro 2022,148370,148414.0,124364.0,102718.0
11303,11139,Concluído,2022-12-30,,52,Leads Dezembro 2022,148402,,147623.0,140756.0
11304,11140,Cancelado,2022-12-30,2023-02-23,52,Fachada,126363,126367.0,124368.0,140756.0
11305,11141,Cancelado,2022-12-30,2023-02-22,52,Fachada,145595,148453.0,124366.0,140756.0
11306,11142,Ativo,2022-12-30,,54,Street,148454,148460.0,138260.0,140756.0
11307,11143,Aprovado,2022-12-30,,52,Street,148458,,138260.0,102718.0
11308,11144,Cancelado,2022-12-30,2023-02-22,55,Fachada,143443,143444.0,124369.0,140756.0
11309,11145,Cancelado,2022-12-30,2023-03-31,55,Street,140489,,140756.0,140756.0
11310,11146,Cancelado,2023-01-02,2024-07-08,53,Street,104266,,138260.0,140756.0
11311,11147,Cancelado,2023-01-02,2024-09-09,55,Fachada,148504,,140756.0,
11312,11148,Concluído,2023-01-02,,54,Leads Dezembro 2022,148470,,124367.0,140756.0
11313,11149,Aprovado,2023-01-03,,54,Street,148536,,138260.0,102718.0
11314,11150,Concluído,2023-01-03,,54,Leads Janeiro 2023,148488,148538.0,147623.0,140756.0
11315,11151,Concluído,2023-01-03,,54,Tele Pesquisa Mariane Janeiro 2023,148515,,,140756.0
11316,11152,SPC,2023-01-03,,55,Leads Dezembro 2022,148499,,124367.0,102718.0
11317,11153,SPC,2023-01-03,,54,Fachada,133183,,124366.0,140756.0
11318,11154,Concluído,2023-01-03,,54,Street,148556,148558.0,138260.0,140756.0
11319,11155,Cancelado,2023-01-03,2023-02-04,54,Tele Pesquisa Mariane Janeiro 2023,148553,,124367.0,102718.0
11320,11156,Cancelado,2023-01-03,2023-02-27,55,Indicação Secretaria - Dezembro 2022,148461,,124366.0,102718.0
11321,11157,Cancelado,2023-01-03,2023-07-10,52,Street,147840,147841.0,138260.0,140756.0
11322,11158,SPC,2023-01-05,,52,Street,148642,,138260.0,140756.0
11323,11159,Aprovado,2023-01-05,,54,Street,129161,,138260.0,140756.0
11324,11160,Pré Matrícula,2023-01-05,,55,Tele Pesquisa Mariane Janeiro 2023,148624,,124368.0,146925.0
11325,11161,Aprovado,2023-01-06,,52,Tele Pesquisa Mariane Janeiro 2023,148668,148681.0,124367.0,140756.0
11326,11162,Concluído,2023-01-06,,54,Street,148680,,138260.0,140756.0
11327,11163,Aprovado,2023-01-06,,54,Street,148694,148700.0,138260.0,140756.0
11328,11164,Pré Matrícula,2023-01-06,,52,Indicação Secretaria - Janeiro 2023,148705,,147623.0,140756.0
11329,11165,Pré Matrícula,2023-01-09,,52,Tele Pesquisa Mariane Dezembro 2022,113642,148724.0,124367.0,102718.0
11330,11166,Não Aprovado,2023-01-09,,54,Street,149366,111932.0,138260.0,102718.0
11331,11167,Concluído,2023-01-10,,54,Tele Pesquisa 2023,149370,149405.0,124367.0,146925.0
11332,11168,SPC,2023-01-10,,52,Indicação Secretaria - Janeiro 2023,149380,,124363.0,140756.0
11333,11169,Concluído,2023-01-10,,53,Street,149422,,138260.0,102718.0
11334,11170,Concluído,2023-01-10,,52,Leads Janeiro 2023,149389,,147623.0,102718.0
11335,11171,Cancelado,2023-01-10,2023-02-03,54,,149425,,146925.0,146925.0
11336,11172,SPC,2023-01-11,,55,Street,135262,,140756.0,140756.0
11337,11173,Cancelado,2023-01-11,2023-01-24,52,Street,149443,,138260.0,102718.0
11338,11174,SPC,2023-01-11,,52,Street,149458,149461.0,138260.0,140756.0
11339,11175,SPC,2023-01-11,,54,Tele Pesquisa Mariane Janeiro 2023,149428,114233.0,124365.0,140756.0
11340,11176,SPC,2023-01-11,,52,Tele Pesquisa Mariane Janeiro 2023,149421,149474.0,124371.0,140756.0
11341,11177,Aprovado,2023-01-12,,54,Street,149476,149478.0,138260.0,140756.0
11342,11178,Concluído,2023-01-12,,54,Tele Pesquisa Mariane Janeiro 2023,149438,149483.0,124365.0,102718.0
11343,11179,Cancelado,2023-01-12,2023-07-12,54,Tele Pesquisa Mariane Janeiro 2023,149447,149486.0,124362.0,146925.0
11344,11180,Cancelado,2023-01-12,2023-02-03,54,Street,149510,,138260.0,102718.0
11345,11181,Cancelado,2023-01-12,2023-03-15,52,Tele Pesquisa Mariane Janeiro 2023,149455,149512.0,124362.0,140756.0
11346,11182,Concluído,2023-01-12,,54,,149519,149520.0,140756.0,140756.0
11347,11183,SPC,2023-01-13,,52,Street,149525,,138260.0,102718.0
11348,11184,Aprovado,2023-01-12,,52,Leads Janeiro 2023,149523,,147623.0,140756.0
11349,11185,Aprovado,2023-01-13,,54,Campanha Indicação Premiada Junho 2022,144395,,124371.0,102718.0
11350,11186,Cancelado,2023-01-13,2023-02-23,54,Street,118223,,138260.0,140756.0
11351,11187,Aprovado,2023-01-13,,54,Street,149567,149569.0,138260.0,140756.0
11352,11188,Aprovado,2023-01-13,,53,Street,149567,149569.0,138260.0,140756.0
11353,11189,Concluído,2023-01-13,,54,Street,149574,149579.0,138260.0,102718.0
11354,11190,SPC,2023-01-13,,52,Indicação Secretaria - Janeiro 2023,149575,,147623.0,102666.0
11355,11191,Não Aprovado,2023-01-14,,54,Street,149599,149606.0,138260.0,140756.0
11356,11192,Não Aprovado,2023-01-14,,53,Street,149599,149606.0,138260.0,140756.0
11357,11193,Concluído,2023-01-14,,53,Street,149619,,138260.0,102718.0
11358,11194,Cancelado,2023-01-14,2023-03-25,54,Tele Pesquisa Mariane Janeiro 2023,149502,,147623.0,102718.0
11359,11195,Cancelado,2023-01-14,2024-07-09,52,Street,124042,,140756.0,140756.0
11360,11196,Aprovado,2023-01-16,,52,Street,149680,149681.0,138260.0,102718.0
11361,11197,Aprovado,2023-01-16,,52,Street,149674,149681.0,138260.0,102718.0
11362,11198,Não Aprovado,2023-01-16,,54,Tele Pesquisa 2023,149613,104664.0,124367.0,140756.0
11363,11199,Concluído,2023-01-16,,54,Street,120667,,140756.0,140756.0
11364,11200,Cancelado,2023-01-16,2023-09-11,54,Street,149695,,140756.0,140756.0
11365,11201,Cancelado,2023-01-17,2025-06-04,54,Tele Pesquisa 2023,149686,,124367.0,140756.0
11366,11202,Aprovado,2023-01-17,,54,Street,149725,149726.0,138260.0,140756.0
11367,11203,Não Aprovado,2023-01-17,,54,Tele Pesquisa 2023,149608,,124367.0,102718.0
11368,11204,Cancelado,2023-01-17,2024-02-15,54,Tele Pesquisa Mariane Janeiro 2023,149688,149730.0,124367.0,102666.0
11369,11205,Cancelado,2023-01-17,2024-02-15,54,,149731,,,102666.0
11370,11206,Concluído,2023-01-17,,54,Tele Pesquisa 2023,149727,,124367.0,102718.0
11371,11207,Cancelado,2023-01-17,2023-09-29,54,Tele Pesquisa 2023,149660,149749.0,124367.0,140756.0
11372,11208,Cancelado,2023-01-17,2023-11-14,53,,149750,149751.0,138260.0,102718.0
11373,11209,Aprovado,2023-01-18,,54,Tele Pesquisa 2023,149754,149775.0,124367.0,102666.0
11374,11210,Concluído,2023-01-18,,54,Street,149776,,140756.0,140756.0
11375,11211,Concluído,2023-01-18,,52,Tele Pesquisa 2023,149736,149787.0,124367.0,102718.0
11376,11212,SPC,2023-01-18,,54,Indicação Secretaria - Janeiro 2023,116659,,147623.0,140756.0
11377,11213,Concluído,2023-01-18,,54,Street,149828,,138260.0,102718.0
11378,11214,Cancelado,2023-01-19,2024-03-01,54,Tele Pesquisa Mariane Janeiro 2023,149845,141439.0,124363.0,140756.0
11379,11215,SPC,2023-01-19,,54,,149853,149855.0,,102666.0
11380,11216,Aprovado,2023-01-19,,56,Street,147222,149859.0,138260.0,140756.0
11381,11217,SPC,2023-01-19,,52,Street,133695,,138260.0,102718.0
11382,11218,Concluído,2023-01-19,,54,Tele Pesquisa 2023,149704,,147623.0,102718.0
11383,11219,Cancelado,2023-01-19,2023-03-23,55,Unipro - Tele Pesquisa Wecsley Julho 2020,103334,,138260.0,140756.0
11384,11220,Concluído,2023-01-20,,54,Indicação Secretaria - Janeiro 2023,149443,,102718.0,102718.0
11385,11221,Aprovado,2023-01-20,,54,Street,149905,149906.0,138260.0,102718.0
11386,11222,Pré Matrícula,2023-01-20,,55,Tele Pesquisa Mariane Janeiro 2023,149879,,124367.0,140756.0
11387,11223,Cancelado,2023-01-20,2023-02-09,55,Tele Pesquisa 2023,149873,,124367.0,140756.0
11388,11224,SPC,2023-01-20,,54,Unipro - Tele Pesquisa Alana Outubro 2020,109697,149925.0,138260.0,140756.0
11389,11225,SPC,2023-01-21,,52,Leads Janeiro 2023,149934,,147623.0,102718.0
11390,11226,Aprovado,2023-01-21,,54,Street,144961,149953.0,138260.0,102718.0
11391,11227,Cancelado,2023-01-21,2023-03-15,54,Tele Pesquisa Mariane Janeiro 2023,149832,149955.0,124365.0,140756.0
11392,11228,Cancelado,2023-01-21,2023-07-10,52,,149958,,,102718.0
11393,11229,Pré Matrícula,2023-01-23,,52,Street,149972,149976.0,138260.0,111157.0
11394,11230,Cancelado,2023-01-23,2023-09-20,54,Street,149971,,138260.0,102666.0
11395,11231,Aprovado,2023-01-23,,53,Street,140679,103669.0,138260.0,102666.0
11396,11232,Concluído,2023-01-23,,54,Street,102720,149981.0,138260.0,102666.0
11397,11233,Aprovado,2023-01-23,,54,Unipro Tele Pesquisa Thalita Abril 2021,119371,149953.0,124367.0,102718.0
11398,11234,Cancelado,2023-01-27,2023-03-17,54,Indicação Secretaria Agosto 2021,129057,,,102666.0
11399,11235,Pré Matrícula,2023-01-23,,52,Tele Pesquisa 2023,149923,,124367.0,111157.0
11400,11236,SPC,2023-01-24,,54,Street,150013,150015.0,102718.0,102718.0
11401,11237,SPC,2023-01-24,,55,Street,150019,,138260.0,102718.0
11402,11238,Não Aprovado,2023-01-25,,54,Tele Pesquisa Mariane Janeiro 2023,149975,,124367.0,140756.0
11403,11239,Aprovado,2023-01-24,,53,Fachada,150035,,102713.0,102713.0
11404,11240,Pré Matrícula,2023-01-24,,54,Indicação Secretaria - Janeiro 2023,149924,,124367.0,102666.0
11405,11241,Cancelado,2023-01-24,2023-10-20,52,Tele Pesquisa 2023,150031,,124367.0,140756.0
11406,11242,Concluído,2023-01-24,,54,Street,150044,150049.0,140756.0,140756.0
11407,11243,Cancelado,2023-01-25,2025-03-17,55,Fachada,150055,,140756.0,140756.0
11408,11244,Cancelado,2023-01-25,2023-11-07,53,Tele Pesquisa Mariane Janeiro 2023,150062,,124367.0,140756.0
11409,11245,SPC,2023-01-25,,55,Street,103856,,138260.0,102666.0
11410,11246,SPC,2023-01-25,,52,Tele Pesquisa Mariane Janeiro 2023,150068,,124367.0,102718.0
11411,11247,Aprovado,2023-01-26,,54,Indicação Secretaria - Janeiro 2023,106200,150111.0,147623.0,140756.0
11412,11248,Cancelado,2023-01-26,2023-01-26,52,Tele Pesquisa 2023,108951,150127.0,124370.0,
11413,11249,Cancelado,2023-01-26,2023-05-15,55,Leads Janeiro 2023,150073,,124367.0,102718.0
11414,11250,Concluído,2023-01-27,,54,Street,141378,,102718.0,102718.0
11415,11251,Cancelado,2023-01-27,2023-03-22,55,Street,150170,,138260.0,102718.0
11416,11252,Concluído,2023-01-27,,54,Street,150182,150191.0,140756.0,140756.0
11417,11253,Cancelado,2023-01-27,2023-10-13,52,Tele Pesquisa 2023,148756,150213.0,124370.0,140756.0
11418,11254,Concluído,2023-01-27,,53,Street,150234,,138260.0,102718.0
11419,11255,Cancelado,2023-01-28,2023-02-09,55,Tele Pesquisa 2023,150045,,124367.0,102718.0
11420,11256,Cancelado,2023-01-28,2023-11-10,54,Tele Pesquisa 2023,150109,,124367.0,102666.0
11421,11257,Concluído,2023-01-28,,54,Tele Pesquisa 2023,150237,150291.0,124370.0,102718.0
11422,11258,SPC,2023-01-28,,55,Indicação Secretaria - Janeiro 2023,150291,,102718.0,102718.0
11423,11259,Concluído,2023-01-30,,54,Street,150321,,138260.0,140756.0
11424,11260,Cancelado,2023-01-30,2024-01-12,54,Street,150315,,138260.0,102718.0
